Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Belgique,BEL,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,74.681657,72.25054337,69.91441492,67.4420217,62.77547844,58.69444251,55.35726734,52.9616487,49.3551081,45.24635876,39.03727705,33.27600253,32.22623952,32.60278313,35.86440678,31.54037901,31.76510408,30.70460076,32.15558195,33.61748863,34.88088462,37.29044085,38.84954924,36.07432798,39.87964799,38.999649,35.0823412,35.38051209,33.03613841,37.31445146,34.99266032,31.74999035,29.93862459,27.64487058,28.48068581,27.39127695,25.36354458,25.02513717,24.78549284,22.36835079,24.8010266,22.5213419,20.99634551,18.96680346,18.44113138,16.86800108,16.54115693,15.34256812,15.22629758,11.35382964,13.04304405,13.51383698,12.37651116,12.82937584,13.09236136,12.06026996,11.19305874,,,,
Bénin,BEN,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.394137931,1.836560935,4.412572614,,,,
Burkina Faso,BFA,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bangladesh,BGD,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,41.63212435,39.60470353,38.43351548,36.08635373,34.2708534,30.89774188,26.2312827,24.27332993,22.96175511,21.84013449,20.05424137,18.68743048,10.13584117,10.14492754,8.811959087,9.713855422,8.031599737,8.643533123,7.007921999,5.405405405,5.85693711,5.871474804,6.609808102,3.695458593,1.286173633,1.827302042,2.463211772,3.740340031,2.815376286,0.763150722,9.294826389,3.148947368,2.730084602,0.962696897,0.731233383,7.378314199,4.033263971,6.475724829,1.828737662,0.875266037,5.792674365,5.163386346,4.852792563,4.777474677,4.756410088,4.910259859,5.045955432,5.820481706,5.944102934,6.744002235,6.082667062,5.215468578,5.906152785,6.192375371,5.5005,12.01532013,8.443946298,,,,
Bulgarie,BGR,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,83.60197368,82.57800367,80.51777619,77.89855072,74.99358371,73.2721083,71.30611324,68.3927147,66.06911846,62.02419756,54.13772455,50.02566296,49.62039346,48.7665832,46.53939176,47.1190524,43.41240784,41.66626442,41.66478987,44.22052351,47.23865411,46.2574167,43.427316,43.22525667,44.8478489,45.93742321,44.83573718,45.62407459,43.46328348,44.51255602,48.84846792,50.85999488,54.88859786,57.96587031,55.0666648,54.47194734,54.49883945,57.31018737,56.84973513,57.34757562,58.08974844,61.90543958,59.86715792,59.48825016,59.85495337,55.8934127,55.15102103,57.78556442,59.20119728,57.7401024,59.55502341,64.51025971,60.7834508,58.2557559,59.22079091,57.97125755,53.52027791,,,,
Bahreïn,BHR,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,1.206272618,0,0.664010624,0,0,0,0,0,0.991884581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bahamas,BHS,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0.054466231,0,0.186306474,0.148883375,0,0,0,0,0,0,2.356020942,1.620745543,0,0,0,0,0,0,0.188323917,0.206011236,0.195053191,0.144940711,0.174619048,0.179754902,0.176298077,0.186142132,0.207175141,0.16154185,0.164439462,0.17135514,0.172159624,0.160833333,0.325955556,0.339537037,0.363069307,0.363069307,0.177149758,0.173791469,0.060913621,0.176298077,0.151528926,0.100741758,0.117909968,0.139961832,0.154725738,0.167442922,,,,
Bosnie-Herzégovine,BIH,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.87379461,81.46760448,37.25022152,40.9137092,47.69725537,73.59915194,74.02159851,73.79314639,69.65985663,68.78289971,71.85405907,72.82178331,71.29100193,73.06887246,72.0705751,67.22509794,70.26650289,74.46200583,76.22573896,77.92761163,78.54994536,78.25730435,74.71347871,68.85208567,72.35512981,,,,
Bélarus,BLR,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.977424242,8.970297744,9.168917582,9.229647141,8.647046854,7.073180356,7.099486283,5.909352492,6.629526326,5.71949942,5.099942051,4.947484301,4.129237942,4.025389518,3.909554498,3.849231037,3.376779492,3.622124126,3.698617212,3.971797772,4.924905503,5.249934924,5.475527157,5.337826562,5.718686832,,,,
Belize,BLZ,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bermudes,BMU,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivie,BOL,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0.729927007,0.352112676,0.333333333,0.302114804,0.247524752,0.242718447,0.21691974,0,0.168350168,0.143884892,0.147492625,0.119760479,0,0,0,0.090334237,0,0,0,0.077399381,0.078554595,0.076511094,0.084317032,0.085470085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brésil,BRA,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,10.59255785,9.517066627,10.56477498,9.751434034,10.88417787,12.32119636,13.01893248,12.28186804,11.03111827,11.17731483,9.503695882,8.760584515,8.202135505,6.80729729,6.656271568,7.323581496,7.430691782,9.246174617,10.01699552,9.811901238,10.69188554,11.48937078,12.52742104,14.37028234,17.19164096,19.25465839,17.67460727,19.40311694,19.01425719,18.6721494,18.031667,20.00068087,18.90264162,18.79512176,18.90961521,18.3866265,17.83704679,16.93663955,16.02956734,16.03931309,16.39108069,15.84833427,15.38896401,16.93209245,16.6729768,15.98009168,15.6504635,15.74477441,15.04892815,12.68288858,14.71944661,15.38290324,13.93307398,14.25684277,14.53616224,15.51543555,15.23359643,,,,
Barbade,BRB,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,2.127659574,1.886792453,1.408450704,0,0,0,1.369863014,1.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brunéi Darussalam,BRN,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053276505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bhoutan,BTN,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,16.66666667,16.66666667,14.28571429,11.11111111,12.5,0,0,0,42.85714286,43.33333333,0,36.67,28.04176471,40.337,25.88470588,32.81,33.48130435,32.74107143,50.54513514,49.91194444,48.89333333,47.57189189,40.74444444,42.1705,30.55833333,8.280322581,24.14853659,21.08525,20.68564103,28.41925,15.8572973,16.38446809,14.23014925,18.335,22.86482353,26.91734043,22.15479167,25.34105691,,,,
Botswana,BWA,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,62.24765125,62.76726277,59.00536364,59.23615385,63.45814935,61.95965517,54.37708904,55.42306189,55.005,41.325,50.95583127,51.83072351,51.86575682,46.02459184,49.97095718,50.03570093,51.19454768,44.81888889,44.52189066,38.55281174,59.08548961,35.75325,45.39074074,49.92660072,53.95067321,40.23019417,50.21523876,,,,
République centrafricaine,CAF,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Canada,CAN,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,25.75328403,23.4996412,22.71858407,22.09136703,21.850761,21.5028431,20.29356449,20.34888259,19.97318063,19.24751578,17.23723208,15.85947981,16.32142548,13.64094975,12.44898727,15.44385145,14.812434,15.94641702,16.72691684,17.21234644,18.32863135,19.47843736,21.33928571,22.90264693,24.20106668,23.6555403,22.85191791,22.97713168,23.35104972,23.09318009,22.39641773,23.73830359,23.87079272,22.10454552,21.94500866,21.88942024,21.69829044,22.32936556,23.42387029,22.98077513,23.72584602,23.90776364,22.16166841,21.06090912,20.5870738,20.61966562,21.36411943,20.0426637,20.43576045,16.94649693,16.25520793,14.17002392,13.80436433,12.42700063,13.34748055,12.6468189,11.96464667,,,,
Europe centrale et les pays baltes,CEB,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,80.83445707,80.26285826,78.83727055,78.26730494,77.52419988,75.63180865,74.30756494,72.2206464,70.89611712,69.43220048,67.25408565,65.56718855,65.20696633,63.3990429,62.61245852,62.05923686,60.60907202,60.18533777,59.62590631,60.44435727,61.53993079,60.67561367,60.9345234,61.49996801,63.55129496,64.6980831,63.93939126,64.20507269,64.38825398,63.6125091,62.58531537,63.84764101,63.98282759,63.5677567,60.8592453,60.80837959,59.59106174,60.19332842,58.15522993,57.59078373,57.92146139,57.541545,57.30320552,56.63225208,55.14868771,54.78261084,56.10073464,55.53575509,54.95102547,54.02153191,55.14265093,56.12120543,54.10394851,55.94467608,54.54350994,53.3844651,52.11505782,,,,
Suisse,CHE,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,35.25544703,29.35251799,25.89949901,25.47562051,18.38302304,14.58584883,11.31658525,8.445945946,6.697201018,6.083357397,5.350805351,3.488372093,3.029268709,2.67121116,2.519448373,1.978990808,1.820652174,2.302749018,2.093285851,2.232635061,3.175033921,4.935359064,5.105616178,4.87782557,5.110923898,5.027161403,4.066238946,3.999271203,3.404791929,3.493449782,3.131294715,2.52121305,1.773319475,1.544444189,1.601460437,1.662981123,1.241497387,0.986444444,0.787265537,0.807019987,1.174513841,1.20988264,1.144622447,1.136737288,1.077100265,1.207670665,1.209432718,1.490718879,1.313138345,1.25116327,1.216655607,1.246370478,1.096559925,1.096389144,1.375240373,1.287161158,1.120189346,,,,
Îles Anglo-Normandes,CHI,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chili,CHL,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,33.4601794,30.70686597,28.54637141,26.53708008,25.15170538,24.56140351,23.08292683,23.66717441,22.09744299,20.98845716,19.32798097,19.02828529,15.46566077,16.90757194,17.30714891,15.51943913,15.13768447,16.67724532,17.08213487,17.09439528,20.27576197,20.10155317,15.99075062,19.40876298,23.5546746,23.53342428,23.83385528,23.09558467,26.71932453,30.54800725,35.23503453,29.21442828,23.69750715,23.63682353,26.48158564,26.97761569,32.74166591,36.82956092,34.59433962,34.46720848,28.61025492,19.36531439,19.28018074,18.53704869,18.80066143,18.41397344,21.9955723,20.10789311,24.53800586,20.56481872,23.7208405,27.28551066,29.933073,30.64381119,31.94163896,33.16270709,31.35846797,,,,
Chine,CHN,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,95.9348257,94.71736964,93.61962577,93.07570872,91.98405371,91.04461514,89.93168077,88.61558776,88.08551901,86.89443124,86.3654941,84.07512758,82.80054951,80.98620345,78.61591336,79.2052111,76.16928005,76.27398027,76.48650614,76.82925633,76.58051471,77.56955041,79.09319373,79.35825325,80.19073404,80.63898979,80.17255894,80.17882717,79.94286324,79.79141767,91.02507159,89.11508138,87.52240888,84.3784672,86.20203003,83.37005397,86.87385359,83.47665623,75.70179161,75.58873314,71.72026916,68.92587507,73.02532779,75.27241835,74.94252216,76.09419483,76.32865822,71.24770038,79.69641331,72.76236662,77.61191904,78.848612,78.36729125,75.47377043,75.10046715,73.98380452,70.8318049,,,,
Côte d'Ivoire,CIV,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Cameroun,CMR,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,1.351351351,1.298701299,0,0,0,0,0,0.8,0.724637681,0.641025641,0.574712644,0.452488688,0.425531915,0.408163265,0.37593985,0.315457413,0,0,0,0,0,0.06863418,0.057803468,0.055648303,0.060532688,0.056625142,0.183823529,0.198807157,0.166666667,0.04803074,0.126448276,0.138377358,0.144940711,0.05506006,0.050301783,0.051575246,0.057839117,0.055644917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
"Congo, République démocratique du",COD,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,44.8657188,44.94556765,38.61720067,35.62300319,47.49536178,47.77448071,37.80487805,41.44,21.98041349,24.29718876,29.05405405,29.57920792,28.15533981,25.94718714,24.7007617,20.72480181,25.67132116,25.446898,23.83419689,19.921875,24.08376963,22.81553398,26.849642,20.03642987,20.81406105,22.55790534,24.86427796,22.07421503,23.17518248,19.19866444,28.02141509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
"Congo, République du",COG,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Colombie,COL,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,40.73743017,39.51288245,39.66427763,38.67517682,35.52364865,31.45329274,27.33655797,32.22551929,29.93797381,30.38305661,20.46217403,21.45102781,21.26965638,23.06855277,22.79855247,24.47645316,24.22258592,23.93775624,23.76176652,25.3528101,23.2390873,24.00197954,23.95176104,24.56803856,24.5114921,25.25581748,24.54070202,24.70947124,23.94769962,24.37831508,28.43688702,24.56266509,25.70552528,25.48755647,24.14124579,23.95409076,21.27919286,19.34127693,18.2520362,17.34720064,17.57917726,17.63992316,16.43424242,18.59028918,12.96038598,17.68594543,16.21306999,13.61727657,17.96218833,18.7601763,20.84656617,19.73287656,16.43341869,16.88073917,18.32121774,23.64565593,23.24709885,,,,
Comores,COM,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Cabo Verde,CPV,Émissions de CO2 attribuables à la consommation de combustibles solides (% du total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
